Title	Lyrics	Value
Hard by a crystal fountain (Thomas Morley)	"Hard by a crystal foun- tain, hard by a crystal foun- tain Oriana the bright, O riana the bright lay down a- sleeping, lay down a- sleeping. The birds they finely chirped, the birds they finely chirped, the birds they finely chirped, the birds they finely chirp- ed, the winds were still- ed, Sweet- ly with these accenting, sweetly with these accent- ing the air was fill- ed. This is that fair whose head a crown deserveth Which Heaven for her re- serveth, which Heaven for her reserv- eth. Leave, shepherds, your lambs keeping, leave, shep- herds, your lambs keeping Upon the barren mountain, upon the barren mountain, the bar- ren mountain. And, nymphs, attend on her and leave your bowers, For she the shepherds' life maintains and yours. Then sang the shepherds and nymphs, nymphs of Diana, nymphs of Diana: Long live fair Oria- na, long live fair Oria- na, long live fair Oriana, long live fair Oria- na, long live fair Oria- na, long live fair Oria- na, long live fair Oria- na."	0.955558255
Hard destinies are love and beauty parted (John Wilbye)	"Hard des- tinies are love and beauty parted! Fair Daphne so disdainful! fair Daphne so disdainful! Cupid, thy shafts are too unjust- ly darted; Fond love, thy wounds be painful, fond love, thy wounds be painful: But sith my lovely jewel Is prov'd so coy and cru- el, I'll live and fro- lic in her beauty's treasure, I'll live and fro- lic in her beauty's treasure, But languish, faint, and die, but languish, faint, and die, but languish, faint, and die, but languish, faint, and die in her dis- plea- sure. I'll live and fro- lic in her beauty's trea- sure, I'll live and fro- lic in her beauty's trea- sure, But lan- guish, but languish, faint, and die, but languish, faint, and die, in her displeasure, but languish, faint, and die, but languish, faint, and die in her displea- sure."	0.003697091
Hark! Did ye ever hear (Thomas Hunt)	"Hark! Hark! Hark! Hark! Did ye ever hear, did ye ever hear so sweet, so sweet a singing? Did ye ever hear so sweet a singing? They sing young love to waken, they sing young love to waken, The nymphs unto the woods their queen are bringing, unto the woods their queen are bringing, their queen are bringing, their queen are bringing. There was a note well taken, there, there was a note well taken, there, there was a note well taken. O good! O most divinely dittied, O most divine, O most divinely dittied: a queen and song most excellent, most excellently fitted, most excellently fitted, most excellent, most excellently fitted. I never saw, I never saw a fairer, I never saw a fairer, I never heard a rarer, I never heard, I never heard, I never heard, I never heard a rarer. Then sung the nymphs and shepherds of Diana: Long live fair Oriana! Long live fair Oriana! Long live fair Oriana! Long live fair Oriana!"	0.99307549
Hark! hark! the soft bugle (Charles Wood)	"Hark! hark! the soft bugle sounds over the wood, and thrills in the silence of even, till faint, and more faint, in the far solitude, it dies on the portals of heaven! But echo springs up, from her home in the rock, and seizes the perishing strain; and sends the gay challenge with shadowy mock, from mountain to mountain again, and again, from mountain to mountain again. Oh, thus let my love, like a sound of delight, be around thee while shines the glad day, and leave thee, un pain'd, in the silence of night, and die like sweet music away. And when hope, with her warm light, thy glancing eye fills, Oh, say ""Like that echoing strain, tho' the song of his love has died over the hills, it will waken in heaven again, and again; it will waken in heaven again."""	0.520136933
Hark! the cock crows (John Wall Callcott)	"Hark! the cock crows, Hark! the cock crows, Away my love, away, away my love, away, away my love, away my love, away my love, away, Hark! the cock crows, Hark! the cock crows, Away my love, away. Quick put on thy weeds, And tell, and tell thy beads, For soon it will be day, for soon it will, it will be day, for soon it will be day, For soon it will be day, for soon it will be day, for soon it will be day, for soon it will be day, it will be day, for soon it will be day, for soon, for soon it will be day, it will be day."	0.927370023
Harmony (Elisha West)	"Whose yielding hearts and joining hands Find blessings twisted with their bands, Find blessings twisted with their bands, To soften all their cares. To soften all their cares, All their cares, To soften all their cares."	0.586588795
Have I found her (Francis Pilkington)	"Have I found her? O rich finding! have I found her? O rich finding! have I found her? O rich finding! O rich find ing! Goddesslike for to behold, Goddesslike for to behold, Goddesslike for to behold, Her fair tresses seem ly binding, her fair tresses seemly binding, her fair tresses seem ly binding In a chain of pearl and gold, in a chain of pearl and gold, in a chain of pearl and gold, pearl and gold, in a chain of pearl and gold, in a chain of gold, in a chain of pearl and gold. Chain me, chain me, O most fair, Chain me to thee with that hair. hair."	0.890072433
Have I found her (Thomas Bateson)	"Have I found her, have I found her, O rich finding, have I found her, have I found her, O rich finding, God- desslike for to behold, god- desslike for to behold, Her fair tresses seemly binding, In a chain of pearl and gold, and gold, in a chain of pearl and gold, in a chain of pearl and gold, in a chain of pearl and gold, and gold. Chain me, chain me, chain me, chain me, O most fair, Chain me to thee with that hair, chain me to thee with that hair, chain me to thee with that hair, chain me to thee with that hair, chain me to thee with that hair. Chain me, chain me, chain me, O most fair, Chain me to thee with that hair, chain me to thee with that hair, chain me to thee with that hair, with that hair."	0.753664618
He that hath a pleasant face (John Liptrot Hatton)	"He that hath a pleasant face, And will join in catch or glee, He shall have a welcome place 'Mid this goodly company He that hath a pleasant face, And will join in catch or glee, And will join in catch or glee, and will join in catch or glee, and will join in catch or glee, will join in catch, will join in glee, catch or glee, join in glee, He shall have a welcome place 'Mid this goodly company. If he cannot sing or play, Why, then, pity of his heart! Notwithstanding let him stay; He can do the list'ner's part. If he cannot play or sing, And he only comes to talk, Then that's quite another thing, He may take his hat, and walk, may take his hat, and walk, take his hat, and walk; For he shall have no welcome place 'Mid this goodly company."	0.20342669
Heart of Spring (Mark Chapman)	"O Heart of Spring! Spirit of light and love and joyous day Still smiles the Earth, eager for thee alway, eager for thee, eager for thee alway: Welcome art thou, welcome art thou, so ever short thy stay, Thou blithe, thou bold, thou blithe newcomer, newcomer! Whither, oh whither, whither oh whither, this thy journeying, journeying, O Heart of Spring, O Heart of Spring, O Heart, O Heart, O Heart of Spring! Ah Ah Ah the stormy days of Winter's reign, When the keen winds their last lament, their last lament are sighing, The Sun shall raise thee up to life again, shall raise thee up to life again: In thy dim death, in thy dim death thou shalt not suffer pain: Surely thou dost not, dost not fear this quiet dying? Whither, oh whither, whither oh whither, this thy journeying, journeying, O Heart of Spring, O Heart of Spring, O Heart, O Heart, O Heart of Spring! O Heart of Spring! Youth's emblem, ancient as unchanging light, Oh that we could, as thee, rise from the night, as thee, rise from the night, rise from the night To find a world of blossoms lilacwhite And longwinged swallows unafraid returning, returning, returning, Whither, oh whither, whither oh whither, this thy journeying, journeying, O Heart of Spring, O Heart of Spring, O Heart, O Heart, O Heart, O Heart of Spring!"	0.518873619
Heidelberg Stein Song (Gustav Luders)	"O Heidelberg, dear Heidelberg, thy sons will ne'er forget, The golden haze of student days is round about us yet. Those days of yore will come no more, while through our manly years, The thought of you, so good, so true, will fill our eyes with tears. The thought of you, so good, so true, will fill our eyes with tears."	0.920652693
Help I fall (Thomas Morley)	"Help I fall, I fall, Lady, my hope lo doth betray me, my hope lo doth betray me, O help alas I fall, I fall, but you vouchsafe to slay me. Help I fall, I fall, I fall, my hope lo doth betray me. O help I fall, Lady, I fall, but you vouchsafe to slay me. See a Nymph unkind and cruel, See a Nymph unkind and cruel, and cru- el, unkind and cruel, unkind, unkind and cru- el, to scorn her only Jewel, el, to scorn her only Jewel."	0.33064171
"Hence, stars too dim of light (Michael East)"	"Hence stars, you dazzle but the sight, you teach to grope by night, you teach to grope by night, you dazzle but the sight, you teach to grope by night, you teach to grope by night. See here the shepherds' star, Then Phoebus wiped his eyes, and Zeph'rus cleared the skies, and Zeph'rus cleared the skies, in sweet accented cries, in sweet accented cries. Then sang the shepherds and nymphs of Dian- a, nymphs of Diana, Long live fair Oriana, Long live fair Oriana, Long live fair Oriana, Long live fair Oriana, Long live fair Orian- a, Oriana, Long live fair Oriana."	0.954188212
Her eyes the glow-worm lend thee (John Goss)	"Her eyes the glowworm lend thee, The shooting stars at- tend thee, And the elves also, Whose little eyes glow Like the sparks of fire, befriend thee, And the elves also, Whose little eyes glow Like the sparks of fire, befriend thee. No willo'thewisp mislight thee, Nor snake nor slowworm bite thee, Nor snake or slowworm bite thee; But on, on thy way, Not ma- king a stay, not ma- king a stay; But on, on on thy way, Not making a stay, Since ghost there is none to affright thee, Since ghost there is none to affright thee. Then let not the dark thee cumber, What though the moon does slumber, The stars of the night Will lend thee their light, Like ta- pers clear without num- ber, The stars of the night Will lend thee their light, Like tapers clear without number. Then, Julia, let me woo thee, Thus to come un- to me, to come, to come un- to me; And when I shall meet Thy sil- very feet, Thy sil- very feet, And when I shall meet Thy silvery feet, My soul I'll pour in- to thee, My soul I'll pour into thee."	0.872956969
"Heraclitus, Op. 110, No. 4 (Charles Villiers Stanford)"	"They told me, Heraclitus, They told me you were dead; They brought me bitter news to hear and bitter tears to shed. I wept as I remembered, How often you and I Had tired the sun with talking and sent him down the sky. And now that thou art lying, my dear old Carian guest, A handful of grey ashes, long, long ago at rest, Still are thy plea- sant voices, Thy nightingales, awake, For Death, he taketh all away, but them he cannot take."	0.444707704
Here rests his head (Jonathan Battishill)	"Here rests his head upon the lap of earth, A youth to for- tune and to fame unknown: Fair Science frown'd not on his humble birth, And Melan- choly mark'd him for her own. Large was his bounty, and his soul sin- cere, Heav'n did a recompense as largely send; He gave to mis'ry all he had, a tear; He gain'd from heav'n 'twas all he wish'd, a friend. No farther seek his merits to disclose, Or draw his frailties from their dread abode: There they alike in trembling hope repose, The bo- som of his Father, his Father and his God, the bo- som of his Fa- ther and his God."	0.548055174
Here's a health to the King (Joseph Stephenson)	"Here’s a health to the King who sits on the throne, and to glorious Prince George, and to glorious Prince George, that’s Heir to the Crown: Here’s likewise a health to Duke William renown’d, And to Prussia’s great monarch, whose actions are crown’d with laurels victorious: Ye Britons, now sing of their honour and fame, of their honour and fame, so God save the King."	0.955667312
Hey downe a downe (Thomas Ravenscroft)	"down, behold and see, what song is this, or how may this be, three parts in one: Sing all after me with hey down down a down down a [down] troll the berry drink and be merry. Hey down a down, behold and see, what song is this, or how may this be, three parts in one: Sing all after me with hey down down a down down a down troll the berry drink and be merry."	0.477888519
Highland war song (Walter Cecil Macfarren)	"Pibroch of Donuil Dhu, Pibroch of Donuil, Wake thy wild voice anew, Summon Clan Conuil! Come, come in your war array, Gentles and commons, Pibroch of Donuil Dhu, Pibroch of Donuil. Wake thy wild voice anew, Summon Clan Conuil. Come away come away. Come from deep glen, and mountain so rocky, The warpipe and pennon are at Inverlochy. Come, come ev'ry hillplaid, and True heart that wears one, Come, ev'ry steel- blade, and Strong hand that bears one, Pibroch of Donuil Dhu, Wake thy wild voice anew Come away come away. Come as the winds come, when Forests are rended; Come as the waves come, when Navies are stranded: Faster come, faster come, Faster and faster, Chief, vassal, page, page and groom, page and groom, Tenant and master, Come, oh! come. Fast they come; See how they gather; Wide waves the eagle plume, Blended with heather, And Forward each man set! Forward each man set! Pibroch of Donuil Dhu, Knell for the onset, Pibroch of Donuil Dhu, Knell for the onset, Come away, come away, come away, come away, come away, come away, come away, come away."	0.639321327
Hold out my heart (Thomas Morley)	"Hold out my heart, my heart, my heart hold, hold out my heart, hold with joy's delights accloyed, joy's delights, joy's delights accloyed, O hold, hold thou out my heart and show it, That all the world, the world may know it, that all the world, the world may know it, that all the world, the world may know, may know it, What sweet content, what sweet content thou lately hast enjoy- ed, thou lately hast enjoy- ed; She that, ""Come dear"", would say, Then laugh and run away, And if I stay'd her, thus would she then cry, ""Nay, fie, for shame, fie, nay, fie, for shame, fie"", My true love true not re- gard- ing; Hath giv'n my love at length his full re- warding, his full reward- ing. So that, unless I may tell, So that, unless I may tell the joys that do overfill me, so that, unless I may tell, so that, unless I may tell, I may tell the joys that overfill me, that overfill me, My joys kept in, I know in time will kill me."	0.911692537
Home of my heart (Charles Hubert Hastings Parry)	"Home of my heart, when wilt thou ope Thy silent doors to let me in? What! not one glimpse to quicken hope Of all that I aspire to win? So near, and yet so oft denied! The roses on my trellis throw Their heedless scent from side to side, Yet will not whisper what they know. The yellow moon that hangs and peers Amid the icy horns on high, Leans to the list'ning earth, yet fears to tell the secret of the sky. O pines that whisper in the wind, When lin- g'ring herds from pasture come, Breathe somewhat of your steadfast mind, The hour is yours: yet ye are dumb. Sweet answering eyes, you too have learned The secret that you will not tell, I should have known it, but you turned That moment, and the lashes fell. Home of my heart, why stand so cold And silent? there is mirth within: The sun sinks low, the day is old, Oh, let the baf- fled wand'rer in, Oh, let the baffled wand'rer in!"	0.270041493
Home that I love (Franz Wilhelm Abt)	"Scent- laden breezes through the flowers are blowing; So- lemnly veil- ing earth descends the night; Still is the lake, the distant Alpine summits Shine, gloryclad, in golden evening light. O land of beauty, home that I love, Ne- ver from thee will my heart's devotion rove, O land of beauty, home that I love, Never from thee will my heart's devotion rove. Come, let us forth, this eveningtime to honour; Come to the vale, and wander hand in hand. Let us to song the parting hours be giving; Sweetly will e- cho sound along the strand. O land of beauty, home that I love, Ne- ver from thee will my heart's devotion rove, O land of beauty, home that I love, Never from thee will my heart's devotion rove. Clear is the moon, the steep of heaven upclimbing, Shi- ning to greet us ere she seeks the west; Down from the height there floats the voice of Alphorns, Which call us all to welcome evening rest. O land of beauty, home that I love, Ne- ver from thee will my heart's devotion rove, O land of beauty, home that I love, Never from thee will my heart's devotion rove."	0.992977829
Home they brought her warrior dead (Joseph Barnby)	"Home they brought her warrior dead: She nor swooned, nor uttered cry: All her maidens, watching, said, ""She must weep or she will die!"" Then they praised him, soft and low, Called him worthy to be loved, Truest friend and noblest foe; Yet she neither spoke nor moved. Stole a maiden from her place, Lightly to the warrior stepped, Took the facecloth from the face, Yet she neither moved nor wept. Rose a nurse of ninety years, Set his child upon her knee; Like summer tempest came her tears, ""Sweet my child, I live for thee."""	0.589178048
"Home, sweet home (Henry Rowley Bishop)"	"1.  'Mid pleasures and palaces though we may roam, Be it ever so humble, there's no place like home! A charm from the skies seems to hallow us there, Which, me seek thro' the world, is ne'er met with elsewhere. Home! home! sweet, sweet home! There's no place like home, there's no place like home."	0.462918702
Homeward (Henry David Leslie)	"The day dies slowly in the western sky; The sunset splendour fades, and wan and cold, The far peaks wait the sunrise, cheerily, cheerily, The goatherd calls his wand'rers to the fold, My weary, weary soul, my weary soul, that fain would cease to roam, Take com- fort, take comfort, evening bringeth all things home. The swiftwinged seagull homeward takes her flight; The ebbing tide breaks softer on the sand. The red- sailed boats draw shoreward for the night, The shadows deepen over sea and land. Be still, be still, my soul, be still, my soul, Thine hour shall also come, Be- hold, one evening God shall lead thee home, lead thee home, one evening God shall lead thee home."	0.501077195
Hope and Faith (Carl Maria von Weber)	"Time's rapid wing finds here no rest, But ever, e- ver onward flies; And whether life with care is pressed, Or with a thousand joys is blest, Man hastens on un- til he dies. But to the last, while life endures, Hope lights him on in bright array, And while the star- ry light allures, Faith in his God to him assures, That there will come a brighter day."	0.907569496
Hope of my heart (John Ward)	"Hope of my heart, hope of my heart, Oh, wherefore do the words, oh, oh, wherefore do the words? Which your sweet tongue af- fords, which your sweet tongue affords, which your sweet tongue affords, No hope impart, no hope im- part, impart? But cru- el without measure, but cruel without mea- sure, To my eter- nal pain, to my eter- nal pain, eternal pain, to my eter- nal pain. Still thun- der forth disdain, still thun- der forth disdain, still thun- der forth disdain On him whose life, on him whose life, on him whose life, on him whose life depends upon your pleasure, upon your pleasure, whose life depends upon your pleasure."	0.139456303
"How I love the festive boy, Op.8, no.2 (Alexander Campbell Mackenzie)"	"How I love the fes- tive boy, the fes- tive boy, How I love the fes- tive boy, Tripping wild the dance of joy, Trip- ping wild the dance of joy, the dance of joy, the dance of joy, the dance of joy, the dance of joy, Oh, how I love the fes- tive boy. How I love the mellow sage, How I love the mel- low sage, Smiling through the veil of age, And whene'er, whene'er this man of years In the dance of joy appears, Age is on his temples hung, Age is on his temples hung, Age is on his temples hung; But his heart, his heart is young, but his heart, his heart, his heart is young, his heart is young, his heart is young his heart is young, his heart is young. How I love the fes- tive boy, the fes- tive boy, How I love the fes- tive boy, Tripping wild the dance of joy, Trip- ping wild the dance of joy, tripping wild, tripping wild, trip- ping wild the dance of joy, the dance of joy, the dance of joy, the dance of joy, the dance of joy, Oh, how I love the fes- tive boy."	0.999152571
How are the mighty fallen (Robert Ramsey)	"How are the might- y fall'n, the mighty fall'n, how are the might- y falln, how are the might y fall'n in the midst of the battle, in the midst of the bat- tle O Jo- na- than, O Jona- than, thou wast slain in thy high pla- ces, in thy high pIa ces, thou wast slain in thy high pla- ces, thou wast slain in thy high pla- ces, in thy high places. O Jonathan, O Jona- than, O Jo- na- than woe is me for thee, O Jo- na- than, my bro- ther, my bro- ther Jona- than, ve- ry kind hast thou been to me, hast thou been to me ve- ry kind hast thou been to me hast thou been to me: thy love to me was won- der- ful was wonderful, was won- der- ful, won der- ful, pass- ing the love of wo men. How are the mighty fall'n, how_ are the might- y fall'n, how are the mighty fall'n, how are the might y fall'n, and the weap- ons of war de- stroyed, and the weap- ons of war de stroyed. How are the mighty fall'n, how are the might- y fall'n and the weapons of war de- stroy- ed, and the weap- ons of war de- stroy- ed, e- stroy- ed, and the weap- ons of war de stroy ed."	0.307938128
How art thou thralled (Orlando Gibbons)	"How art thou thralled, how art thou thralled, O poor despised creature, how art thou thralled, O poor despis- ed creature, Since by creation, since by creation nature made thee free, na- ture made thee free? O traitorous eyes, O traitorous eyes, to gaze so on her feature, to gaze so on her feature, so on her feature, That quits with scorn thy dear lost liberty, that quits with scorn thy dear lost liber- ty, thy dear lost liber- ty."	0.111622464
How bright in the Maytime (Robert Lucas Pearsall)	"How bright in the Maytime Is freedom, is playtime, The forest, how bright! One's path gaily shaping, The city escaping To some breezy height. In hedge- braided mea- dows, Where cool welcome sha- dows With sunflecks are blent, Down la- zily sink- ing, Deli- ciously drink- ing The li- lac's rich scent. No porter to warn us, No gard'ner to scorn us, With threatening call. Here gold is not wanting, The fieldflowers enchanting, Are common to all. O free- dom, how plea- sant! No des- pot is pre- sent Sweet Nature to snare; No false- hearted flatt'- rer, No tale- bearing chatt'- rer, Here poi- sons the air."	0.86078226
How can I leave thee (Traditional)._How_Can_I_Leave_Thee	"How can I leave thee? How can I from thee part? Thou only hast my heart; Dear one, believe. Thou has this soul of mine, So closely bound to thine, No other can I love, Save thee alone!"	0.666841683
How dear to me the hour (Ciro Pinsuti)	"How dear to me the hour when daylight dies, And sun- beams melt along the silent sea, For then sweet dreams of other days arise, And mem'ry breathes her vesper sigh to thee! For then sweet dreams of other days, of other days arise, And mem'ry breathes her vesper sigh, her vesper sigh to thee, her vesper sigh to thee, her vesper sigh to thee! And as I watch the line of light, that plays, Along the smooth wave t'ward the burning west, I long to tread that golden path of rays, And think 'twould lead to some bright isle of rest, I long to tread that golden path, that golden path of rays, And think 'twould lead to some bright isle, to some bright isle of rest, and think 'twould lead to some bright isle of rest, And think 'twould lead to some bright isle of rest, of rest, some bright isle of rest, some isle of rest."	0.898947
How merrily we live (Michael East)	"How merrily we live that shepherds be, we live that shepherds be, how merrily we live that shepherds be, that shepherds be, roundelays still we sing, roundelays still we sing, roundelays still we sing with merry glee, roundelays still we sing with merry glee, On the pleasant downs where as our flocks we see, on the pleasant downs where as our flocks we see, we feel no cares, we fear not fortune's frowns, we feel no cares, we fear not fortune's frowns, we have no envy which sweet mirth confounds, which sweet mirth confounds, sweet mirth confounds, we have no envy which sweet mirth con- founds."	0.615770061
How soft the shades of evening creep (Henry Thomas Smart)	"How soft the shades of evening creep O'er yonder dewy lea, Where balmy winds have lulled to sleep The tenants of the tree, Where winds have lulled to sleep The tenants of the tree. No wand'ring breeze is here to sweep, In winding ripple o'er the deep, Yet swells the heaving sea, yet swells the heaving sea! No breeze is here, Yet swells the heaving sea. How calm the sky! rest, ocean, rest, From storm and ruffle free, Calm as the image on thy breast Of her that governs thee, The image on thy breast Of her that go- verns thee. And yet beneath the moon's mild reign, Thy broad breast heaves, as one in pain, Thou dark and silent sea, Thou dark and silent sea! as one in pain, Thou dark and silent sea!"	0.114098836
How sweet is summer morning (Henry Thomas Smart)	"How sweet is summer morning, When dewdrops gem the ground, Distilling sweetest fra- grance The balm- y air around; When ev'ry word resoundeth With songbirds' matin lays, The voice of Nature lift- ing Her great Creator's praise, The voice of Nature lifting her great Creator's praise, her great Creator's praise, her great Creator's praise. The sun of summer morning, How joyously he soars, As over mead and moun- tain His gor- geous radiance pours; Then quick at heav'ns bright portals, The lark his strain doth raise, And mingles earthborn mu- sic With angels' sacred praise! And mingles earthborn music With angels' sacred praise! with angels' sacred praise! with an- gels' sacred praise!"	0.999509787
How sweet the answer (Charles Hubert Hastings Parry)	"How sweet the answer echo makes To mu- sic at night When, rous'd by lute or horn, she wakes, And far away o'er lawns and lakes Goes an- swering light, goes an- swering light! Yet love hath e- choes truer far And far more sweet Than e'er, beneath the moon- light's star, Of horn or lute or soft guitar The songs re- peat. 'Tis when the sigh, in youth sincere And on- ly then, The sigh that's breath'd for one to hear Is by that one, that only Dear Breath'd back again, breath'd back, breath'd back again."	0.884581815
How sweet the moonlight sleeps (Henry David Leslie)	"How sweet the moonlight sleeps upon this bank, How sweet, how sweet, how sweet the moon- light sleeps upon this bank. Here will we sit, here will we sit, and let the sounds of music, and let the sounds of music creep in our ears. Soft stillness and the night become the touches of sweet harmony, How sweet, how sweet, how sweet the moonlight flows, How sweet the moonlight sleeps, How sweet the moonlight sleeps upon this bank, upon this bank, How sweet the moonlight sleeps, how sweet, how sweet the moon- light sleeps upon this bank. Here, here will we sit, and let the sound of music creep in our ears. How sweet, how sweet."	0.988566183
"Hoyda, hoyda, jolly rutterkin (William Cornysh)"	"Hoyda, hoyda jolly Rutterkin, hoyda, hoyda like a Rutterkin, hoyda. Hoyda, hoyda, hoyda, hoyday hoyda, hoyda, hoyda, like a Ruttekin hoyda, like a Rutterkin hoyda, hoyda, hoy day, hoyda, hoy da, hoyda. In a cloak without coat or gown, to cover his crown, Like a Ruttkin Hoyda, Hoyda jolly Rutterkin, hoyda, hoyda like a Rutterkin, hoyda. Rutterkin can speak no English, his tongue runneth all on buttered fish, besmeared with grease about his dish like a Ruttkin hoyda, hoyda, jolly Rutterkin hoyday, hoyda, like a Rutterkin hoyda. A stoup of beer up at a pluck, at a pluck, up at a pluck, till his brain be as wise as a duck, as a duck, a duck, a duck, like a Ruttkin hoyda, hoyda, jolly Rutterkin hoyda hoyda, like a Rutterkin hoyda. He will piss a gallon pot full at twice, and the over plus under the table of the new guise, like a Ruttkin hoyda, hoyda, jolly Rutterkin hoyda, hoyda, like a Rutterkin hoyda."	0.408019535
"Hubble ascending, Op. 27 (Peter Bird)"	"O, eye of Man that flies above the stratosphere, Ah Air, in silent sunlight fair or shaded by the Earth; O, eye of Man that flies above busy air, turning 'round; turning 'round, Oh. As light at Last arrives Ah Across ten billion years; O, eye of Man that sees the flowers of the sky expanding as they fly; Ah The flowers of the sky Ah The pillars of creation; the rookeries of the stars; O, eye of Man that sees The swirling galaxies; And sister worlds of Earth; and all the reel of Time unwound; Creation and rebirth; Creation and rebirth: Grant us humility to see ourselves and our very, very, very small but precious home."	0.690971176
Humor say what makst thou heere (John Dowland)	"Humour is say what mak'st vy thou here, In the presence of a Queen, Thou art a heavy leaden mood, But never Humour yet was true, but that, but that, but that, that, that, that, that, that, that which only, only pleaseth you."	0.631868339
Hunting Song (Henry Thomas Smart)	"Wa- ken, lords and ladies gay, On the mountain dawns the day, All the jolly chase is here, With hawk and hound, With hawk and hound, and hunt- ing spear: Hounds are in their cou- ples yelling, Hawks are whistling, horns are knelling, horns are knelling, Merrily mingle, min- gle they, Wa- ken, lords and ladies gay, Waken, lords, waken, lords, waken, lords and ladies gay. Wa- ken, lords and ladies gay, The mist has left the moun- tain grey; Spring- lets in the dawn are steaming, Dia- monds on the brake, dia- monds on the brake are gleaming; And huntsmen all have bu- sy been, To track the buck in thick- ets green, in thick- ets green, Now we come to chant our lay, Wa- ken, lords and ladies gay, Waken, lords, waken, lords, waken, lords and ladies gay. Lou- der, lou- der chant the lay, Wa- ken, lords and la- dies gay, Tell them youth, and mirth, and glee, Run a course as well as we, Time, stern huntsman who can baulk? Staunch as hound, and fleet as hawk, and fleet as hawk! Think of this, and rise with day, Gen- tle lords and ladies gay, Gentle lords, gentle lords, gentle lords and ladies gay."	0.738508276
Hunting song (Walter Cecil Macfarren)	"Up, up! ye dames, ye dames, ye lasses gay! Up, up! ye dames, ye lasses gay! To the meadows trip away, 'Tis you must tend the flocks this morn, And scare the small birds from the corn, Not a soul at home may stay, at home may stay, For the shepherds must go, must go with lance and bow, To hunt, to hunt the wolf in the woods today, For the shepherds must go, must go with lance and bow, To hunt the wolf in the woods today, in the woods today. Leave, leave the hearth, and leave the house, leave, leave the hearth, and leave the house, To the cricket and the mouse, Find grannam out a sunny seat, With babe and lambkin at her feet. Not a soul at home may stay, at home may stay, For the shepherds must go, must go with lance and bow, To hunt, to hunt the wolf in the woods today, For the shepherds must go, must go with lance and bow, To hunt the wolf in the woods today, in the woods today. To the woods, to the woods, to the woods, to the woods, to the woods."	0.852746793
Hushed in death (Henry Hiles)	"Hushed in death the minstrel lies, By his tomb bright eyes are weeping; Mute and tuneless on the willow Hangs the harp his touch could thrill. Cold he's sleep- ing; Earth his pil- low, yet his soul, But yet his soul, his soul is with us still, but yet his soul, his soul is with us still. Cold he's sleeping; Earth his pillow, But yet his soul, but yet his soul, his soul is with us still, but yet his soul, his soul is with us still. Hushed he lies. Time may move with changeful course, Yet the bard will live in story: Time may move with changeful course, Yet the bard will live in story: Time may move with changeful course, Yet the bard will live in story: Unborn millions chant the praise his strains on earth have won, his strains have won, Unborn millions chant the praise his strains have won, chant the praise, the praise, Unborn millions chant the praise, chant the praise his strains have won, have won, chant the praise, Unborn millions chant the praise his strains have won, Unborn millions chant the praise, Unborn millions chant, chant the praise his strains on earth have won, the praise his strains have won, his strains on earth have won."	0.989748946
Hymn to Agni (Gustav Holst)	"I praise thee O Agni Lord of the hearthstone, Priest of sacrifice, Bringer of wealth, Great Herald of Gods. Agni thou art worthy praise, praise from the living as from seers of old. Thou bringest here the Gods. Herald, wise, farseeing, truthful, loud praised God. Draw nigh with the Gods. Let us come to Thee as a son cometh unto his father. Dwell with us for our welfare Dwell with us for our welfare. Rising, swelling, glowing Conqueror of darkness, Ruler of sacrifice, Guardian of law O Agni, O Agni Day after day we come Bringing thee adoration."	0.982810737
Hymn to Cynthia (Berthold Tours)	"Queen and huntress, chaste and fair, Now the sun is laid to sleep, Seated in thy silver chair, State in wonted manner keep, Hesperus entreats thy light, God- dess excellently bright, excellently bright, excellently bright. Earth, let not thy envious shade Dare itself to interpose; Cynthia's shining orb was made Heaven to cheer, when day did close. Bless us, then, with wished sight, Goddess, Goddess excellently bright! Lay thy bow, thy bow of pearly apart, Lay thy bow of pearl apart, And thy crystal shining qui- ver, Give unto thy flying hart Space to breathe, how short soever, Thou that mak'st a day of night, God- dess excellently bright, excellently bright, excellently bright."	0.954603769
Hymn to Cynthia (Henry Thomas Smart)	"Queen and huntress, chaste and fair, Now the sun is laid to sleep, Seat- ed in thy silver chair, thy silver chair, State in wonted manner, state in wonted manner keep, Hesperus entreats thy light, thy light, God- dess excellently bright! Earth, let not thy envious shade Dare itself to interpose, Cynthia's shining orb was made Heav'n to cheer, when day did close. Bless us then with wished sight, Goddess, excellent- ly bright, Goddess, excellent- ly bright, Lay thy bow of pearl apart, And thy crystal shining quiver, Give unto thy flying hart Space to breathe, how short soever, space to breathe, how short soever, to breathe, how short, how short soever. Thou that mak'st a day of night, a day of night, God- dess, excellently bright."	0.573908932
